flower_id,mother_name,Hindi Primary Name,Hindi Primary Transliteration,Hindi Alternate Name 1,Hindi Alternate Name 1 Transliteration,Telugu Primary Name,Telugu Primary Transliteration,Telugu Alternate Name 1,Telugu Alternate Name 1 Transliteration,Tamil Primary Name,Tamil Primary Transliteration,Tamil Alternate Name 1,Tamil Alternate Name 1 Transliteration,Kannada Primary Name,Kannada Primary Transliteration,Kannada Alternate Name 1,Kannada Alternate Name 1 Transliteration,Malayalam Primary Name,Malayalam Primary Transliteration,Malayalam Alternate Name 1,Malayalam Alternate Name 1 Transliteration,Marathi Primary Name,Marathi Primary Transliteration,Marathi Alternate Name 1,Marathi Alternate Name 1 Transliteration,Gujarati Primary Name,Gujarati Primary Transliteration,Gujarati Alternate Name 1,Gujarati Alternate Name 1 Transliteration,Bengali Primary Name,Bengali Primary Transliteration,Bengali Alternate Name 1,Bengali Alternate Name 1 Transliteration,Odia Primary Name,Odia Primary Transliteration,Odia Alternate Name 1,Odia Alternate Name 1 Transliteration,botanical_name,english_common_name,french_common_name
119,Elan of aspiration,मकड़ी फूल,Makdi Phool,,,వడిపిన్ని పువ్వు,Vadipinni Puvvu,పిల్లి పిన్ని,Pilli Pinni,நாய்வேளை,Naaivelai,நாய்வேளை பூ,Naaivelai Poo,ನಾಯಿ ಸಾಸಿವೆ,Nayi Sasive,ಕಾಡು ಸಾಸಿವೆ,Kadu Sasive,ആട്ടുകാൽ പൂവ്,Aattukaal Poovu,പട്ടിപ്പൂവ്,Pattippoovu,तिलवण,Tilvan,रान तीळ,Ran Til,તલવાણી,Talvani,રાન તલ,Ran Tal,হুরহুরে,Hurhure,বুনো সরষে,Buno Sorshe,ଅଣସୋରିଷ,Anasorisha,ଜଙ୍ଗଲୀ ସୋରିଷ,Jangali Sorisha,Cleome hasslerana Chodat.,Spider flower,Fleur araignée; Cléome
120,Flame of aspiration,मैपल,Maple,,,మాపుల్,Maple,,,மேப்பிள்,Maple,,,ಮ್ಯಾಪಲ್,Maple,,,മേപ്പിൾ,Maple,,,मॅपल,Maple,,,મેપલ,Maple,,,ম্যাপল,Maple,,,ମ୍ୟାପଲ,Maple,,,Acer L. spp.,Maple tree,Érable
121,Aspiration for purity,शांति कुमुदिनी,Shanti Kumudini,,,శాంతి తామర,Shanti Tamara,,,சாந்தி அல்லி,Santhi Alli,,,ಶಾಂತಿ ತಾವರೆ,Shanti Tavare,,,സമാധാന താമര,Samadhana Thamara,,,शांतता कमळ,Shantata Kamal,,,શાંતિ કમળ,Shanti Kamal,,,শান্তি পদ্ম,Shanti Padma,,,ଶାନ୍ତି ପଦ୍ମ,Shanti Padma,,,Spathiphyllum Schott.,Peace lily,Fleur de lune; Spathiphyllum
122,Aspiration for integral immortality,छाया,Chhaya,सफ़ेद बूंई,Safed Booi,పిండికూర,Pindikoora,తెల్ల పిండివృక్షం,Tella Pindivriksham,சிறுபூளை,Sirupoolai,கண் பூளை,Kan Poolai,ಬಿಳಿ ಹಿಂಡಿ ಗಿಡ,Bili Hindi Gida,ಕಣ್ ಪೀಳೆ,Kan Peele,ചെറൂള,Cheroola,കണ്ണുപീളക്കീര,Kannupeelakkeera,कापूस सुकाटी,Kapus Sukati,पांढरा सुकाटा,Pandhra Sukata,સફેદ બુઇ,Safed Bui,કાપસિયા,Kapasiya,ছায়া ফুল,Chhaya Phool,সাদা শুঁটি,Shada Shuti,ପାହାଡ଼ି ଅରଖ,Pahadi Arakha,ଧଳା ବୁଇ,Dhala Bui,Aerva tomentosa Forsk.,Aerva,Aerva
123,Aspiration for the divine consciousness,पर्दा बेल,Parda Bel,,,పట్ట తీగ,Patta Teega,,,சுருள் கொடி,Surul Kodi,,,ಸುರುಳಿ ಬಳ್ಳಿ,Suruli Balli,,,ചുരുൾക്കൊടി,Churulkkodi,,,साडोरी,Sadori,,,સડોરી,Sadori,,,লতা ফুল,Lota Phool,,,ଲତା ଫୁଲ,Lata Phula,,,Vernonia. eleagnaefolia DC.,Curtain creeper,Vernonia
124,Triple aspiration,हिंस्र,Hinsra,कंतारी,Kantari,ముళ్లకొండ,Mullakonda,కంతారి भेद,Kantari Bhed,ஆதொண்டை,Aadhondai,கந்தாரி,Kandhari,ಮುಳ್ಳುಕತ್ತರಿ,Mullukattari,ಕಂತಾರಿ,Kanthari,കാക്കത്തൊണ്ടി,Kaakkathondhi,കന്താരി,Kanthari,वाघटी,Waghati,गोविंद फळ,Govind Phal,કાંથારો,Kantharo,ગોવિંદ ફળ,Govind Phal,হাঁসঝাঁপি,Hasjhapi,গোবিন্দ ফল,Govinda Phal,ଅସାଢ଼ୁଆ,Asadhua,ଗୋବିନ୍ଦ ଫଳ,Govinda Phala,Capparis brevispina DC.,Caper bush,Câprier
125,Power of collective aspiration,मोमी फूल,Momi Phool,,,మేఘ పువ్వు,Megha Puvvu,,,மெழுகு பூ,Mezhugu Poo,,,ಮೇಣದ ಹೂ,Menada Hoo,,,മെഴുകുപ്പൂവ്,Mezhukuppoovu,,,मीण फूल,Meen Phool,,,મીણ ફૂલ,Meen Phool,,,মোম ফুল,Mom Phool,,,ମୋମ ଫୁଲ,Moma Phula,,,Hoy a carnosa (L. f.) R. Br.,Wax plant,Fleur de porcelaine; Hoya
130,Prayer,रैन लिली,Rain Lily,जल कुमुदिनी,Jal Kumudini,వర్ష లిల్లీ,Varsha Lily,,,மழை லில்லி,Mazhai Lily,,,ಮಳೆ ಲಿಲ್ಲಿ,Male Lily,,,മഴലില്ലി,Mazhalilly,,,पाऊस लिली,Paus Lily,,,વરસાદી લિલી,Varsadi Lily,,,বৃষ্টি লিলি,Brishti Lily,,,ବର୍ଷା ଲିଲି,Barsha Lily,,,Zephyranthes Herb.,Rain lily,Lys de pluie; Zéphyranthe
135,Supramental invocation,पीली कमलिनी,Peeli Kamalini,,,పసుపు లిల్లీ,Pasupu Lily,,,மஞ்சள் லில்லி,Manjal Lily,,,ಹಳದಿ ಲಿಲ್ಲಿ,Haladi Lily,,,മഞ്ഞ ലില്ലി,Manja Lily,,,पिवळी लिली,Pivli Lily,,,પીળી લિલી,Pili Lily,,,হলুদ লিলি,Holud Lily,,,ହଳଦିଆ ଲିଲି,Haladia Lily,,,Sternbergia lutea (L.) Roem. & Schult.,Winter daffodil; Yellow star lily,Lys jaune d'automne
137,True worship,गुमा,Guma,छोटा हलकुसा,Chhota Halkusa,తుమ్మి,Thummi,తుమ్మి పువ్వు,Thummi Puvvu,தும்பை,Thumbai,தும்பைப்பூ,Thumbaippoo,ಉತ್ತರಾಣಿ,Utharaani,ತುಂಬೆ ಹೂವು,Thumbe Huavu,തൊമ്പൈ,Thombai,തൊമ്പൈപ്പൂവ്,Thombaippoovu,तांबा भुई,Tamba Bhui,गोटा,Gota,તાંબા ભોંય,Tamba Bhoy,ગોટો,Goto,শ্বেতদ্রোণ,Shwetdron,হলকুশা,Halkusha,ଗାୟସ,Gayasa,ଗୋବି ଫୁଲ,Gobi Phula,Leucas aspera Spreng.,Thumbai; Common leucas,Leucas
138,Adoration,लाल लसोड़ा,Lal Lasora,बोहरा,Bohra,విరిగి,Virigi,చిన్న విరిగి,Chinna Virigi,நறுவிலி,Naruvili,சிறு நறுவிலி,Siru Naruvili,ಚಳ್ಳೆಮರ,Challemara,ಸಣ್ಣ ಚಳ್ಳೆ,Sanna Challe,നറുവിരി,Naruviri,ചെറുനറുവിരി,Cherunaruviri,भोकर,Bhokar,लहान भोकर,Lahan Bhokar,ગુંદો,Gundo,નાનો ગુંદો,Nano Gundo,বহুবারী,Bohubari,ছোট বহুবারী,Chhot Bohubari,ଗୁଆଲୋ,Gualo,ସାନ ଗୁଆଲୋ,Sana Gualo,Cordia sebestena L.,Scarlet cordia; Geiger tree,Sébastier; Cordia
143,Right use of the granted grace,साबुन का फूल,Sabun ka Phool,,,సబ్బు పువ్వు,Sabbu Puvvu,,,சோப்பு பூ,Soappu Poo,,,ಸಾಬೂನು ಹೂ,Saboonu Hoo,,,സോപ്പുപ്പൂവ്,Sooppuppoovu,,,साबण फूल,Saban Phool,,,સાબુ ફૂલ,Sabu Phool,,,সাবান ফুল,Saban Phool,,,ସାବୁନ ଫୁଲ,Sabuna Phula,,,Saponaria officinalis L.,Soapwort; Bouncing Bet,Saponaire; Herbe à savon
158,Remembrance,नीला सोलेनम,Neela Solanum,,,నీల బంగాళదుంప పొద,Neela Bangaladumpa Poda,,,நீல உருளை புதர்,Neela Urulai Pudhar,,,ನೀಲಿ ಆಲೂಗಡ್ಡೆ ಪೊದೆ,Neeli Aloogadde Pode,,,നീല ഉരുളക്കിഴങ്ങുപുതർ,Neela Urulakkizhanguputhar,,,निळा बटाटा झाड,Nila Batata Zhad,,,વાંદળી બટાકા છોડ,Vandli Bataka Chhod,,,নীল আলু ঝোপ,Neel Alu Jhop,,,ନୀଳ ଆଳୁ ଝୋପ,Neela Alu Jhopa,,,Lycianthes rantonnei Carr. [Solanum rantonnetii Carr. ex Lescuy.],Blue potato bush,Arbre à pommes de terre bleu
159,Constant remembrance of the divine,हनीसकल,Honeysuckle,सुगंध लता,Sugandh Lata,తేనె తీగ,Teene Teega,,,தேனீ கொடி,Thenee Kodi,,,ಜೇನು ಬಳ್ಳಿ,Jenu Balli,,,തേനീച്ചക്കൊടി,Theneechakkodi,,,मधू वेल,Madhu Vel,,,મધ વેલ,Madh Vel,,,মধু লতা,Madhu Lota,,,ମହୁ ଲତା,Mahu Lata,,,Lonicera japonica Thunb.,Japanese honeysuckle,Chèvrefeuille; Chèvrefeuille du Japon
164,Subconscient remembrance,अंधाहुली,Andhahuli,,,కుక్క నాలుక పువ్వు,Kukka Naluka Puvvu,,,நாய நாக்கு பூ,Naai Naakku Poo,,,ನಾಯಿ ನಾಲಿಗೆ ಹೂ,Nayi Nalige Hoo,,,പട്ടിനാക്ക് പൂവ്,Pattinaakku Poovu,,,कुत्र्याची जीभ,Kutryachi Jibh,,,કુતરાની જીભ,Kutrani Jibh,,,কুকুর জিব,Kukur Jib,,,କୁକୁର ଜିଭ,Kukura Jibha,,,Cynoglossum amabile Stapf. &J.R. Drumm.,Chinese forget-me-not,Langue de chien; Cynoglosse
165,Opening,वज्रदंती,Vajradanti,कटसरेया,Katsareya,గోరింట మల్లే,Gorinta Malle,ముళ్ల గోరింట,Mulla Gorinta,டிசம்பர் பூ,December Poo,செம்மல்லி,Semmalli,ಗೊರಂಟೆ,Gorante,ಮುಳ್ಳು ಗೊರಂಟೆ,Mullu Gorante,ഡിസംബർപ്പൂവ്,Decemberppoovu,കനകാംബരം,Kanakambaram,कोरांटी,Koranti,काटे कोरांटी,Kate Koranti,કાંટાસળિયો,Kantasaliyo,પીળો કાંટાસળિયો,Pilo Kantasaliyo,ঝিন্টি,Jhinti,হলুদ ঝিন্টি,Holud Jhinti,ଦାସକରଣ୍ଟି,Dasakaranti,ହଳଦିଆ ଦାସକରଣ୍ଟି,Haladia Dasakaranti,Barleria L.,Barleria; Philippine violet,Barlérie; Violette des Indes
171,Opening to Sri Aurobindo's force,नीली लता,Neeli Lata,थुनबर्गिया,Thunbergia,నీలంబరి,Neelambari,తీగ సంపంగి,Teega Sampangi,நீலாம்பரி,Neelambari,எழுதுகொடி,Eluthukodi,ನೀಲಾಂಬರಿ,Neelambari,ತೊರಟ ಬಳ್ಳಿ,Torata Balli,നീലാമ്പരി,Neelaambari,എഴുതുകൊടി,Ezhuthukodi,गोकर्ण वेल,Gokarna Vel,निळी वेल,Nili Vel,વાંદળી વેલ,Vandli Vel,ગોકર્ણ વેલ,Gokarna Vel,নীললতা,Neellota,অপরাজিতা লতা,Aparajita Lota,ନୀଳଲତା,Neelalata,ଅପରାଜିତା ଲତା,Aparajita Lata,Thunbergia kirkii Hook. f.,Clock vine,Thunbergie; Liane bleue
197,Renunciation of desires,सागौन,Sagoun,सागवान,Sagwan,టేకు,Teku,టేకు చెట్టు,Teku Chettu,தேக்கு,Theakku,தேக்கு மரம்,Theakku Maram,ತೇಗ,Thega,ತೇಗದ ಮರ,Thegada Mara,തേക്ക്,Theekku,തേക്കുമരം,Theekkumaram,साग,Sag,सागवान,Sagwan,સાગ,Sag,સાગવાન,Sagwan,সেগুন,Segun,সেগুন গাছ,Segun Gachh,ଶାଗୁଆନ,Saguan,ଶାଗୁଆନ ଗଛ,Saguan Gachha,Tectona grandis L. f.,Teak; Indian oak,Teck; Arbre de teck
209,Determination,कोप्सिया,Kopsia,,,కోప్సియా,Kopsia,,,கோப்சியா,Kopsia,,,ಕೋಪ್ಸಿಯಾ,Kopsia,,,കോപ്സിയ,Kopsia,,,कोप्सिया,Kopsia,,,કોપ્સિયા,Kopsia,,,কপসিয়া,Kopsia,,,କୋପସିଆ,Kopsia,,,Kopsia fruiticosa (Ker-Gawl.) A. DC.,Shrub vinca; Pink kopsia,Kopsia
211,Steadfastness,अमरूद,Amrood,जामफल,Jamphal,జామ,Jama,జామ చెట్టు,Jama Chettu,கொய்யா,Koyyaa,கொய்யா மரம்,Koyyaa Maram,ಸೀಬೆಕಾಯಿ,Seebekayi,ಪೇರಲ,Perala,പേരയ്ക്ക,Perakka,പേരമരം,Peramaram,पेरू,Peru,पेरूचे झाड,Peruche Zhad,જામફળ,Jamfal,જામફળનું ઝાડ,Jamfalnu Zhad,পেয়ারা,Peyara,পেয়ারা গাছ,Peyara Gachh,ପିଜୁଳି,Pijuli,ପିଜୁଳି ଗଛ,Pijuli Gachha,Psidium guajava L.,Guava,Goyavier; Goyave
221,Continuity,कुप्पी,Kuppi,कुप्पी खोखली,Kuppikhokhali,మురిపిండ,Muripinda,హరిత మంజరి,Haritha Manjari,குப்பமேனி,Kuppaimeni,பூனைவணங்கி,Poonaivananggi,ಕುಪ್ಪಿಗಿಡ,Kuppigida,ಹರಿತ ಮಂಜರಿ,Haritha Manjari,കുപ്പമേനി,Kuppameni,പൂച്ചമയക്കി,Poochamayakki,खोकली,Khokali,मांजरलंगोटी,Manjarlangoti,હરિત મંજરી,Harit Manjari,ખૂજલી ગિડા,Khujli Gida,মুক্তঝুরি,Muktajhuri,মুক্তাবর্ষী,Muktabarshi,ଇନ୍ଦ୍ରମାରୀ,Indramari,ହରିତ ମଞ୍ଜରୀ,Harita Manjari,Acalypha L. spp.,Copperleaf,Acalypha; Queue de chat
241,Power of perfect endurance,नीला कुरुंजी,Neela Kurinji,कुरुंजी,Kurinji,నీలకురింజి,Neelakurinji,కुरुంజి,Kurinji,குறிஞ்சி,Kurinji,நீலக்குறிஞ்சி,Neelakurinji,ಕುರಿಂಜಿ,Kurinji,ನೀಲಕುರಿಂಜಿ,Neelakurinji,കുറിഞ്ഞി,Kurinji,നീലാക്കുറിഞ്ഞി,Neelakkurinji,कारवी,Karvi,कुरिंजी,Kurinji,કુરિંજી,Kurinji,નીલકુરિંજી,Neelakurinji,কুড়িঞ্জি,Kurinji,নীলকুড়িঞ্জি,Neelakurinji,କୁରିଞ୍ଜି,Kurinji,ନୀଳକୁରିଞ୍ଜି,Neelakurinji,Strobilanthes kunthianus T. Anders.,Kurinji,Kurinji; Strobilanthes
264,Order,मैनफल भेद,Mainphal Bhed,,,మంగ చెట్టు,Manga Chettu,,,மட்காரை,Madkarai,,,ಮಂಗಾರ ಮರ,Mangara Mara,,,കാരമരം,Kaaramaram,,,घेला,Ghela,माढळ,Madhal,મીંઢળ,Mindhal,માઢળ,Madhal,ময়না গাছ,Moyna Gachh,,,କୁରୁମା,Kuruma,,,Randia speciosa,Randia,Randia
265,Organisation,चित्रक भेद,Chitrak Bhed,,,చిత్రక తీగ,Chitraka Teega,,,சித்திரக் கொடி,Chithira Kodi,,,ಚಿತ್ರಕ ಬಳ್ಳಿ,Chitraka Balli,,,ചിത്രക്കൊടി,Chithrakkodi,,,चित्रा वेल,Chitra Vel,,,ચિત્રક વેલ,Chitrak Vel,,,চিত্রক লতা,Chitrak Lota,,,ଚିତ୍ରକ ଲତା,Chitrak Lata,,,Pseuderanthemum Radlk. spp.,Pseuderanthemum,Pseudéranthème
273,Grouping,हनुमान मुकुट,Hanuman Mukut,,,హనుమాన్ మకుటం,Hanuman Makutam,,,ஹனுமான் மகுடம்,Hanuman Magudam,,,ಹನುಮಾನ್ ಮುಕುಟ,Hanuman Mukuta,,,ഹനുമാൻ മകുടം,Hanuman Makudam,,,हनुमान मुकुट,Hanuman Mukut,,,હનુમાન મુગટ,Hanuman Mugat,,,হনুমান মুকুট,Hanuman Mukut,,,ହନୁମାନ ମୁକୁଟ,Hanuman Mukuta,,,Qerodendrum paniculatum L.,Pagoda flower,Clérodendron
280,Cheerful endeavour,अफ्रीकी डेज़ी,African Daisy,,,ఆఫ్రికన్ చామంతి,African Chamanti,,,ஆப்பிரிக்க சாமந்தி,African Samandhi,,,ಆಫ್ರಿಕನ್ ಶಾವಂತಿಗೆ,African Shavantige,,,ആഫ്രിക്കൻ ജമന്തി,African Jamanthi,,,आफ्रिकन शेवंती,African Shevanti,,,આફ્રિકન સેવંતી,African Sevanti,,,আফ্রিকান চন্দ্রমল্লিকা,African Chandramallika,,,ଆଫ୍ରିକାନ ସେବତୀ,African Sebati,,,Arctotis venusta Norl.,African daisy,Marguerite d'Afrique
281,Thirst to understand,सफ़ेद अगेती,Safed Ageti,,,తెల్ల అగేతి,Tella Agethi,,,வெள்ளை அகத்தி,Vellai Agathi,,,ಬಿಳಿ ಅಗಸೆ,Bili Agase,,,വെള്ള ആകത്തി,Vella Aagathi,,,पांढरा अगेती,Pandhra Ageti,,,સફેદ અગેતી,Safed Ageti,,,সাদা অগস্ত্য,Shada Agastya,,,ଧଳା ଅଗସ୍ତି,Dhala Agasti,,,Crossostephium artemisioides Less.,Crossostephium,Crossostéphium
310,Purity in action,सफ़ेद चांदनी,Safed Chandni,,,తెల్ల నందివర్ధనం,Tella Nandivardhanam,,,வெள்ளை நந்தியாவட்டம்,Vellai Nanthiyavattam,,,ಬಿಳಿ ನಂದಿಬಟ್ಟಲು,Bili Nandibattalu,,,വെള്ള നന്ത്യാർവട്ടം,Vella Nanthyarvattam,,,पांढरा तगर,Pandhra Tagar,,,સફેદ તગર,Safed Tagar,,,সাদা টগর,Shada Tagar,,,ଧଳା ଟଗର,Dhala Tagara,,,Stemmadenia litoralis (HBK) Allorge. [S. galleottiana (Rich.) Miers.],Milky way tree,Arbre voie lactée
312,Spring purity,हावथॉर्न,Hawthorn,,,హాత్‌థార్న్,Hawthorn,,,ஹாதார்ன்,Hawthorn,,,ಹಾಥಾರ್ನ್,Hawthorn,,,ഹാഥോൺ,Hawthorn,,,हावथॉर्न,Hawthorn,,,હાવથોર્ન,Hawthorn,,,হাওথর্ন,Hawthorn,,,ହାଓଥର୍ନ,Hawthorn,,,Crataegus L. spp.,Hawthorn,Aubépine
314,Beauty in collective simplicity,सितारा लिली,Sitara Lily,,,నక్షత్ర లిల్లీ,Nakshatra Lily,,,நட்சத்திர லில்லி,Natchathira Lily,,,ನಕ್ಷತ್ರ ಲಿಲ್ಲಿ,Nakshatra Lily,,,നക്ഷത്ര ലില്ലി,Natchathra Lily,,,सितारा लिली,Sitara Lily,,,સિતારા લિલી,Sitara Lily,,,তারা লিলি,Tara Lily,,,ତାରା ଲିଲି,Tara Lily,,,Ornithogalum umbellatum L.,Star of Bethlehem,Étoile de Bethléem
315,Humility,बादल घास,Badal Ghas,,,మబ్బు గడ్డి,Mabbu Gaddi,,,மேகப் புல்,Megap Pul,,,ಮೋಡದ ಹುಲ್ಲು,Modada Hullu,,,മേഘപ്പുല്ല്,Meghappullu,,,बादल घास,Badal Ghas,,,બાદલ ઘાસ,Badal Ghas,,,মেঘ ঘাস,Megh Ghas,,,ମେଘ ଘାସ,Megha Ghasa,,,Agrostis nebulosa Boiss. & Reut. [Sporobolus capillaris Arn.],Cloud grass,Agrostide; Herbe nuage
319,Peace,कचूर,Kachoor,काली हल्दी,Kali Haldi,పసుపు,Pasupu,కచోరం,Kachoram,மஞ்சள்,Manjal,கஸ்தூரி மஞ்சள்,Kasthuri Manjal,ಅರಿಶಿನ,Arishina,ಕಸ್ತೂರಿ ಅರಿಶಿನ,Kasthoori Arishina,മഞ്ഞൾ,Manjal,കസ്തൂരി മഞ്ഞൾ,Kasthoori Manjal,हळद,Halad,आंबे हळद,Ambe Halad,હળદર,Haldar,આંબા હળદર,Amba Haldar,হলুদ,Holud,আম আদা,Aam Aada,ହଳଦୀ,Haladi,ଆମ୍ବ ହଳଦୀ,Amba Haladi,Curcuma zedoaria (Christm.) Roscoe. [C pallida Lour.],Zedoary,Curcuma; Safran des Indes
325,Detailed gratitude,पांच पत्ती बेल,Panch Patti Bel,,,ఐదు ఆకుల తీగ,Aidu Aakula Teega,,,ஐந்து இலைக் கொடி,Ainthu Ilaik Kodi,,,ಐದು ಎಲೆಯ ಬಳ್ಳಿ,Aidu Eleya Balli,,,അഞ്ചിലക്കൊടി,Anchilakkodi,,,पांच पत्ती बेल,Panch Patti Bel,,,પાંચ પાંદડી વેલ,Panch Panddi Vel,,,পাঁচ পাতা লতা,Panch Pata Lota,,,ପାଞ୍ଚ ପତ୍ରୀ ଲତା,Pancha Patri Lata,,,Merremia quinquefolia (L.) Hallier. f.,Five-finger morning glory,Liseron à cinq doigts
328,Happy heart,लेमन बुश,Lemon Bush,,,నిమ్మ పొద,Nimma Poda,,,எலுமிச்சை புதர்,Elumichai Pudhar,,,ನಿಂಬೆ ಪೊದೆ,Nimbe Pode,,,നാരകപ്പുതർ,Narakapputhar,,,लेमन बुश,Lemon Bush,,,લેમન બુશ,Lemon Bush,,,লেবু ঝোপ,Lebu Jhop,,,ଲେମ୍ବୁ ଝୋପ,Lembu Jhopa,,,Ravenia spectabilis Engl.,Ravenia,Ravénie; Buisson citron
336,Sweetness,करेला,Karela,कारवेल्ल,Karavella,కాకర,Kakara,కాకరకాయ,Kakarakaya,பாகற்காய்,Paagarkkai,பாகல்,Paagal,ಹಾಗಲಕಾಯಿ,Hagalakayi,ಹಾಗಲ,Hagala,പാവയ്ക്ക,Paavakka,കൈപ്പയ്ക്ക,Kaippakka,कारले,Karle,कारली,Karli,કારેલાં,Karela,કારેલી,Kareli,করলা,Korola,উচ্ছে,Uchhe,କଲରା,Kalara,ପିତ୍ତ କଲରା,Pitta Kalara,Momordica charantia L.,Bitter gourd; Bitter melon,Margose; Concombre amer
338,Courageous goodwill,हॉली,Holly,,,హోలీ,Holly,,,ஹாலி,Holly,,,ಹಾಲಿ,Holly,,,ഹോളി,Holly,,,हॉली,Holly,,,હોલી,Holly,,,হলি,Holly,,,ହୋଲି,Holly,,,Ilex L.,Holly,Houx; Houx commun
355,Conciliation,तिल,Til,तिल का फूल,Til ka Phool,నువ్వులు,Nuvvulu,తిలలు,Tilalu,எள்,Ell,எள்ளுப் பூ,Ellup Poo,ಎಳ್ಳು,Ellu,ಎಳ್ಳಿನ ಹೂವು,Ellina Huavu,എള്ള്,Ellu,എള്ളിൻപൂവ്,Ellinpoovu,तीळ,Til,तिळाचे फूल,Tilache Phool,તલ,Tal,તલનું ફૂલ,Talnu Phool,তিল,Til,তিল ফুল,Til Phool,ରାଶି,Rashi,ରାଶି ଫୁଲ,Rashi Phula,Sesamum indicum L.,Sesame,Sésame
356,Charity,कनकौआ,Kankaua,केना,Kena,వెన్నదేవి కూర,Vennadevi Koora,నిరుకస్సి,Nirukassi,கானாங்கோழை,Kaanangkozhai,,,ಕಣೆಸೊಪ್ಪು,Kanesoppu,ಕಣೆ ಗಿಡ,Kane Gida,കണ്ണാന്തളി,Kannanthali,,,केना,Kena,कनकौआ,Kankaua,શીશમૂળિયા,Shishmuliya,કાંકવા,Kankva,কানাইবাঁশি,Kanaibanshi,কাঞ্চট,Kanchat,କାଞ୍ଚନ ମାଳୀ,Kanchana Mali,,,Commelina. L. sp.,Dayflower,Comméline; Fleur d'un jour
364,Faithfulness,मधुमालती,Madhumalati,रंगून लता,Rangoon Lata,రాధా మనోహరం,Radha Manoharama,రంగుల తీగ,Rangula Teega,ரங்கூன் மல்லி,Rangoon Malli,மதுமாலதி,Madhumalathi,ರಂಗೂನ್ ಮಲ್ಲಿಗೆ,Rangoon Mallige,ಮಧುಮಾಲತಿ,Madhumalati,രങ്കൂൻ മുല്ല,Rangoon Mulla,മധുമാലതി,Madhumalathi,रंगून लता,Rangoon Lata,मधुमालती,Madhumalati,રંગૂન વેલ,Rangoon Vel,મધુભાલતી,Madhumalati,মাধবীলতা,Madhavilata,রঙ্গন লতা,Rangan Lota,ମାଧବୀ ଲତା,Madhabi Lata,ରଙ୍ଗୁନ ଲତା,Ranguna Lata,Quisqualis indica L.,Rangoon creeper,Liane de Rangoon; Madhumalati
365,Incorruptible faithfulness,कांटा फूल,Kanta Phool,,,ముళ్ల పువ్వు,Mulla Puvvu,,,முள்ளுப் பூ,Mullup Poo,,,ಮುಳ್ಳಿನ ಹೂ,Mullina Hoo,,,മുള്ളുപ്പൂവ്,Mulluppoovu,,,कांटा फूल,Kanta Phool,,,કાંટા ફૂલ,Kanta Phool,,,কাঁটা ফুল,Kanta Phool,,,କଣ୍ଟା ଫୁଲ,Kanta Phula,,,Carlina acaulis L.,Stemless carline thistle,Carline; Carline acaule
368,Belief,भांट,Bhant,भारंगी,Bharangi,జముడు भेद,Jamudu Bhed,భారంగి,Bharangi,கண்டங்கத்தரி भेद,Kandangathari Bhed,பாரங்கி,Bharangi,ತುಂಟ ಗಿಡ,Tunta Gida,ಭಾರಂಗಿ,Bharangi,ഭാരംഗി,Bharangi,ചെറുതേക്ക്,Cherutheekku,भांट,Bhant,भारंगी,Bharangi,ભારંગી,Bharangi,ભાંટ,Bhant,ভাঁট,Bhant,ভারঙ্গী,Bharangi,ଭାରଙ୍ଗୀ,Bharangi,ଭାଣ୍ଟ,Bhanta,Clerodendrum L. sp.,Glorybower,Clérodendron
389,Life energy,गुलदाउदी,Guldaudi,सेवंती,Sevanti,చామంతి,Chamanti,,,சாமந்தி,Samandhi,,,ಶಾವಂತಿಗೆ,Shavantige,,,ജമന്തി,Jamanthi,,,शेवंती,Shevanti,,,સેવંતી,Sevanti,,,চন্দ্রমল্লিকা,Chandramallika,,,ସେବତୀ,Sebati,,,Dendranthema Xgrandiflorum Kitam. [Chrysanthemum Xmorifolium Ramat.],Florist's chrysanthemum,Chrysanthème des fleuristes
416,Vigilance,दोपहरिया,Dopahriya,दोपहरी,Dopahari,మాధ్యాహ్నిక,Madhyahnika,ఎర్ర గులాబీ भेद,Erra Gulabi Bhed,உச்சித்திலகம்,Uchithilagam,மத்தியானப் பூ,Mathiyana Poo,ಮಧ್ಯಾಹ್ನ ಹೂವು,Madhyaahna Huavu,ಸೂರ್ಯ ತಿಲಕ,Surya Tilaka,ഉച്ചപ്പൂവ്,Uchappoovu,ഉച്ചിപ്പൂവ്,Uchippoovu,दोपहरिया,Dopahriya,दुपारी फूल,Dupari Phool,દુપારી ફૂલ,Dupari Phool,બપોરિયા,Baporiya,বান্ধুলী,Bandhuli,দুপুরমণি,Dupurmoni,ବନ୍ଧୁକ ଫୁଲ,Bandhuka Phula,ସୂର୍ଯ୍ୟ ତିଳକ,Surya Tilaka,Pentapetes phoeniceae L.,Midday flower; Scarlet mallow,Fleur de midi; Pentapète
